03-12 12:44:32.129 24690 24700 F libc    : Fatal signal 11 (SIGSEGV), code 2 (SEGV_ACCERR), fault addr 0x7c7428afe0 in tid 24700 (binder:24690_1), pid 24690 (com.prology)
03-12 12:44:32.992 30455 30455 F DEBUG   : Cmdline: com.prology
03-12 14:10:03.309  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:390 a2dp_sbc_get_num_frame_iteration: limiting frames to be sent from 24 to 14
03-12 14:10:03.322  2698  3133 W bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:968 btif_a2dp_source_read_callback: UNDERFLOW: ONLY READ 0 BYTES OUT OF 40
03-12 14:10:03.323  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:493 a2dp_sbc_encode_frames: underflow 5, 472
03-12 14:10:03.332  2698  2941 I bluetooth: system/main/shim/acl.cc:619 OnFlushOccurred: UNIMPLEMENTED
03-12 14:10:03.335  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AV app_id:2 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.336  2698  3133 W bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:968 btif_a2dp_source_read_callback: UNDERFLOW: ONLY READ 0 BYTES OUT OF 40
03-12 14:10:03.337  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AV app_id:1 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.337  2698  2941 I bluetooth: system/main/shim/acl.cc:619 OnFlushOccurred: UNIMPLEMENTED
03-12 14:10:03.338  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:493 a2dp_sbc_encode_frames: underflow 5, 472
03-12 14:10:03.339  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AV app_id:0 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.340  2698  3133 E bluetooth: system/common/repeating_timer.cc:151 RunTask: Periodic task execution took 31841 microseconds, longer than interval 20000 microseconds
03-12 14:10:03.340  2698  2935 I bluetooth: system/bta/dm/bta_dm_pm.cc:909 bta_dm_pm_ssr: Found connected service:BTA_ID_AG app_id:1 peer:xx:xx:xx:xx:20:90 spec_name:sniff_capable
03-12 14:10:03.341  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:390 a2dp_sbc_get_num_frame_iteration: limiting frames to be sent from 35 to 14
03-12 14:10:03.344  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:3088 btif_av_handle_event: peer=00:00:00:00:00:00 handle=0x41 event=BTA_AV_SUSPEND_EVT(0xf)
03-12 14:10:03.345  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2513 ProcessEvent: state=Started peer=xx:xx:xx:xx:20:90 event=BTA_AV_SUSPEND_EVT(0xf) flags=0x1(LOCAL_SUSPEND_PENDING) active_peer=true
03-12 14:10:03.345  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2584 ProcessEvent: Peer xx:xx:xx:xx:20:90 : event=BTA_AV_SUSPEND_EVT(0xf) status=0 initiator=true flags=0x1(LOCAL_SUSPEND_PENDING)
03-12 14:10:03.346  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp.cc:114 btif_a2dp_on_suspended: ## ON A2DP SUSPENDED ## p_av_suspend=0x7c185fc200
03-12 14:10:03.347  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:820 btif_a2dp_source_on_suspended: state=STATE_RUNNING
03-12 14:10:03.348  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:707 btif_a2dp_source_stop_audio_req: state=STATE_RUNNING
03-12 14:10:03.348  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2909 btif_report_audio_state: peer=xx:xx:xx:xx:20:90 state=1
03-12 14:10:03.349  2698  3108 I bluetooth-a2dp: android/app/jni/com_android_bluetooth_a2dp.cpp:89 bta2dp_audio_state_callback: xx:xx:xx:xx:20:90: state: BTAV_AUDIO_STATE_STOPPED(0x1)
03-12 14:10:03.350  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2507 OnExit: state=Started peer=xx:xx:xx:xx:20:90
03-12 14:10:03.351  2698  2935 I bluetooth-a2dp: system/btif/src/btif_av.cc:2223 OnEnter: state=Opened peer=xx:xx:xx:xx:20:90
03-12 14:10:03.355  2698  3133 W bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:968 btif_a2dp_source_read_callback: UNDERFLOW: ONLY READ 0 BYTES OUT OF 40
03-12 14:10:03.356  2698  2935 I bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:889 btif_a2dp_source_audio_tx_stop_event: streaming true state=STATE_RUNNING
03-12 14:10:03.357  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:493 a2dp_sbc_encode_frames: underflow 5, 472
03-12 14:10:03.380  2698  3133 W bluetooth-a2dp: system/btif/src/btif_a2dp_source.cc:968 btif_a2dp_source_read_callback: UNDERFLOW: ONLY READ 0 BYTES OUT OF 40
03-12 14:10:03.380  2698  3133 W bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:493 a2dp_sbc_encode_frames: underflow 5, 472
03-12 14:10:03.381  2698  3133 E bluetooth: system/common/repeating_timer.cc:151 RunTask: Periodic task execution took 40699 microseconds, longer than interval 20000 microseconds
03-12 14:10:03.384  1032  1058 I BTAudioSessionAidl: ReportControlStatus - status=SUCCESS for SessionType=A2DP_SOFTWARE_ENCODING_DATAPATH, bluetooth_audio=0x0100 suspended
03-12 14:10:03.386  2698  2935 I bluetooth-a2dp: system/stack/a2dp/a2dp_sbc_encoder.cc:330 a2dp_sbc_feeding_reset: PCM bytes per tick 3528
03-12 14:10:03.474  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:03.569  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:03.570  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:03.651  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:03.702  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:03.703  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:03.784  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:03.981 23343 23343 D BluetoothAdapter: isLeEnabled(): ON
03-12 14:10:03.985 23343 23355 D BluetoothLeScanner: onScannerRegistered() - status=0 scannerId=2 mScannerId=0
03-12 14:10:03.990  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:03.991  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:03.992  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:289 unregister_client: Client unregistered
03-12 14:10:03.993  2698  2941 I bluetooth: system/gd/hci/le_scanning_manager.cc:601 stop_scan: Scanning already stopped, return!
03-12 14:10:03.994  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:274 register_client: Client registered
03-12 14:10:04.077  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:04.996  1033  3106 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceSleep: TX Awake, Sending SLEEP_IND
03-12 14:10:04.997  1033  3106 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:05.147  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:06.473  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:06.474  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:06.474  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:06.475  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:06.555  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:06.556  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:06.707  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:07.382 23343 23343 D BluetoothAdapter: isLeEnabled(): ON
03-12 14:10:07.385  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:07.386  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:10:07.387  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:10:07.388  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:10:07.389  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:10:07.389  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:10:07.390  1033  1033 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:07.390  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:10:07.391  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
03-12 14:10:07.392  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Signal wack_cond_
03-12 14:10:07.392  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Unblocked from waiting for FC
03-12 14:10:07.393  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:07.393  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:289 unregister_client: Client unregistered
03-12 14:10:07.393  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:07.394  2698  2941 I bluetooth: system/gd/hci/le_scanning_manager.cc:601 stop_scan: Scanning already stopped, return!
03-12 14:10:07.394  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:274 register_client: Client registered
03-12 14:10:07.478  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:08.118  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:08.119  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:08.199  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:08.253  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:08.254  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:08.334  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:09.077  1033  3106 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceSleep: TX Awake, Sending SLEEP_IND
03-12 14:10:09.077  1033  3106 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:09.228  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:09.578  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:09.579  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:09.580  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:09.580  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:09.661  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:09.661  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:09.812  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:10.345  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:10.346  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:10:10.346  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:10:10.347  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:10:10.348  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:10:10.349  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:10:10.349  1033  1033 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:10.349  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:10:10.350  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
03-12 14:10:10.350  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Signal wack_cond_
03-12 14:10:10.351  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Unblocked from waiting for FC
03-12 14:10:10.352  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:10.352  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:10.353  2698  2941 W bluetooth: system/gd/hci/hci_layer.cc:204 on_command_status: Received UNEXPECTED command status:UNSUPPORTED_REMOTE_OR_LMP_FEATURE(0x1a) opcode:SNIFF_MODE(0x0803)
03-12 14:10:10.433  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:11.314  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:11.314  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:11.395  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:12.278  2006  4985 D CoreBackPreview: startBackNavigation currentTask=Task{804dea #967 type=standard A=10791:com.prology}, topRunningActivity=ActivityRecord{218420876 u0 com.prology/com.ryanheise.audioservice.AudioServiceActivity t967}, callbackInfo=OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@5189846, mPriority=0, mIsAnimationCallback=false, mOverrideBehavior=0}, currentFocus=Window{397dfe3 u0 com.prology/com.ryanheise.audioservice.AudioServiceActivity}
03-12 14:10:12.300  1033  3106 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceSleep: TX Awake, Sending SLEEP_IND
03-12 14:10:12.300  1033  3106 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:12.307  2006  4985 I InputDispatcher: Channel [Gesture Monitor] edge-swipe is stealing input gesture for device 2 from [397dfe3 com.prology/com.ryanheise.audioservice.AudioServiceActivity, [Gesture Monitor] swipe-up]
03-12 14:10:12.455  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:12.728  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:12.729  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:12.731  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:12.731  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:12.813  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:12.814  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:12.965  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:13.534  2006  2870 D CoreBackPreview: startBackNavigation currentTask=Task{804dea #967 type=standard A=10791:com.prology}, topRunningActivity=ActivityRecord{218420876 u0 com.prology/com.ryanheise.audioservice.AudioServiceActivity t967}, callbackInfo=OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@5189846, mPriority=0, mIsAnimationCallback=false, mOverrideBehavior=0}, currentFocus=Window{397dfe3 u0 com.prology/com.ryanheise.audioservice.AudioServiceActivity}
03-12 14:10:13.545  2006  2870 I InputDispatcher: Channel [Gesture Monitor] edge-swipe is stealing input gesture for device 2 from [397dfe3 com.prology/com.ryanheise.audioservice.AudioServiceActivity, [Gesture Monitor] swipe-up]
03-12 14:10:15.006 23343 23343 D BluetoothAdapter: isLeEnabled(): ON
03-12 14:10:15.014 23343 23355 D BluetoothLeScanner: onScannerRegistered() - status=0 scannerId=2 mScannerId=0
03-12 14:10:15.022  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:15.024  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:10:15.024  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:10:15.026  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:10:15.027  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:10:15.028  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:10:15.029  1033  1033 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:15.029  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:10:15.030  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
03-12 14:10:15.031  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Signal wack_cond_
03-12 14:10:15.032  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Unblocked from waiting for FC
03-12 14:10:15.033  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:289 unregister_client: Client unregistered
03-12 14:10:15.033  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:15.033  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:15.034  2698  2941 I bluetooth: system/gd/hci/le_scanning_manager.cc:601 stop_scan: Scanning already stopped, return!
03-12 14:10:15.036  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:274 register_client: Client registered
03-12 14:10:15.158  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:15.813  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:15.814  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:15.896  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:16.078  1033  3106 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceSleep: TX Awake, Sending SLEEP_IND
03-12 14:10:16.079  1033  3106 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:16.230  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:18.939  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:18.939  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:18.941  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:18.942  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:19.023  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:19.024  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:19.175  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:19.238 23343 23343 D BluetoothAdapter: isLeEnabled(): ON
03-12 14:10:19.246  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:19.248  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:10:19.249  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:10:19.251  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:10:19.253  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:10:19.254  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:10:19.255  1033  1033 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:19.256  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:10:19.257  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
03-12 14:10:19.258  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Signal wack_cond_
03-12 14:10:19.259  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Unblocked from waiting for FC
03-12 14:10:19.260  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:19.260  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:289 unregister_client: Client unregistered
03-12 14:10:19.261  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:19.262  2698  2941 I bluetooth: system/gd/hci/le_scanning_manager.cc:601 stop_scan: Scanning already stopped, return!
03-12 14:10:19.263  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:274 register_client: Client registered
03-12 14:10:19.350  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:20.269  1033  3106 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceSleep: TX Awake, Sending SLEEP_IND
03-12 14:10:20.270  1033  3106 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:20.422  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:10:22.134  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:10:22.135  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:22.136  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:10:22.137  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:10:22.218  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:10:22.219  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:10:22.262  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:10:22.263  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:10:22.266  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:10:22.268  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:10:22.269  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:10:22.270  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:10:22.270  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:10:22.271  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
